high_by_point_n,low_by_point_n,high_by_point_n_on_trend,low_by_point_n_on_trend,high_by_point_m,low_by_point_m,high_by_point_m_on_trend,low_by_point_m_on_trend,Fit Score,Total Pnl%,Avg Pnl% per entry,Trade Count
10,10,9,8,10,10,9,8,3.98,531.3,9.16,58
10,10,9,9,10,10,9,9,4.41,548.81,9.98,55
10,10,9,10,10,10,9,10,4.96,560.79,11.0,51
10,10,10,4,10,10,10,4,4.05,567.7,8.73,65
10,10,10,5,10,10,10,5,3.92,486.47,8.69,56
10,10,10,6,10,10,10,6,3.68,536.49,8.52,63
10,10,10,7,10,10,10,7,4.59,561.07,10.02,56
10,10,10,8,10,10,10,8,4.09,536.11,9.41,57
10,10,10,9,10,10,10,9,4.55,553.61,10.25,54
10,10,10,10,10,10,10,10,5.13,565.59,11.31,50
