high_by_point_n,high_by_point_m,low_by_point_n,low_by_point_m,high_by_point_n_on_trend,high_by_point_m_on_trend,low_by_point_n_on_trend,low_by_point_m_on_trend,power_scaling_factor,mintick,debug_mode,Fit Score,Total Pnl%,Avg Pnl% per entry,Trade Count,Winning entry%,Avg Winner%,Avg Loser%,Scale
14,14,14,4,14,14,14,14,2,0.01,False,5.63,485.43,13.48,36,66.67,24.6,-8.74,1.755
14,14,14,14,4,4,4,4,1.1,0.01,False,3.02,369.09,8.39,44,56.82,22.06,-9.6,1.341
14,14,14,14,4,4,4,4,1.3,0.01,False,3.04,352.85,8.02,44,56.82,21.03,-9.1,1.247
14,14,14,14,4,4,4,4,1.5,0.01,False,3.05,338.51,7.69,44,56.82,20.15,-8.7,1.179
14,14,14,14,4,4,4,4,2,0.01,False,3.05,308.89,7.02,44,56.82,18.39,-7.95,1.08
14,14,14,14,4,4,4,14,1.1,0.01,False,5.05,739.23,12.12,61,63.93,23.63,-8.29,2.351
14,14,14,14,4,4,4,14,1.3,0.01,False,5.1,707.63,11.6,61,63.93,22.57,-7.85,2.258
14,14,14,14,4,4,4,14,1.5,0.01,False,5.12,679.33,11.14,61,63.93,21.64,-7.49,2.171
14,14,14,14,4,4,4,14,2,0.01,False,5.12,619.76,10.16,61,63.93,19.75,-6.84,1.98
14,14,14,14,4,4,14,4,1.1,0.01,False,6.26,592.19,13.16,45,66.67,23.49,-7.51,1.593
14,14,14,14,4,4,14,4,1.3,0.01,False,6.32,566.88,12.6,45,66.67,22.45,-7.11,1.5
14,14,14,14,4,4,14,4,1.5,0.01,False,6.35,544.2,12.09,45,66.67,21.53,-6.79,1.427
14,14,14,14,4,4,14,4,2,0.01,False,6.34,496.48,11.03,45,66.67,19.65,-6.2,1.305
14,14,14,14,4,4,14,14,1.1,0.01,False,6.27,507.51,16.37,31,67.74,28.75,-9.63,2.351
14,14,14,14,4,4,14,14,1.3,0.01,False,6.31,486.48,15.69,31,67.74,27.53,-9.16,2.258
14,14,14,14,4,4,14,14,1.5,0.01,False,6.33,467.35,15.08,31,67.74,26.43,-8.76,2.171
14,14,14,14,4,4,14,14,2,0.01,False,6.33,426.29,13.75,31,67.74,24.11,-8.0,1.98
14,14,14,14,4,14,4,4,1.1,0.01,False,3.32,458.68,11.47,40,52.5,31.26,-10.41,1.593
14,14,14,14,4,14,4,4,1.3,0.01,False,3.33,439.7,10.99,40,52.5,29.92,-9.93,1.5
14,14,14,14,4,14,4,4,1.5,0.01,False,3.34,422.42,10.56,40,52.5,28.72,-9.51,1.427
14,14,14,14,4,14,4,4,2,0.01,False,3.34,385.3,9.63,40,52.5,26.2,-8.68,1.305
14,14,14,14,4,14,4,14,1.1,0.01,False,3.75,671.72,11.99,56,60.71,26.94,-11.1,2.351
14,14,14,14,4,14,4,14,1.3,0.01,False,3.77,643.97,11.5,56,60.71,25.79,-10.59,2.258
14,14,14,14,4,14,4,14,1.5,0.01,False,3.77,618.69,11.05,56,60.71,24.76,-10.14,2.171
14,14,14,14,4,14,4,14,2,0.01,False,3.77,564.32,10.08,56,60.71,22.59,-9.26,1.98
14,14,14,14,4,14,14,4,1.1,0.01,False,4.16,571.36,12.16,47,57.45,27.86,-9.04,1.846
14,14,14,14,4,14,14,4,1.3,0.01,False,4.18,548.15,11.66,47,57.45,26.68,-8.61,1.752
14,14,14,14,4,14,14,4,1.5,0.01,False,4.19,526.83,11.21,47,57.45,25.62,-8.25,1.675
14,14,14,14,4,14,14,4,2,0.01,False,4.19,480.48,10.22,47,57.45,23.37,-7.53,1.53
14,14,14,14,4,14,14,14,1.1,0.01,False,6.05,529.73,20.37,26,61.54,39.66,-10.49,2.351
14,14,14,14,4,14,14,14,1.3,0.01,False,6.06,508.42,19.55,26,61.54,38.05,-10.04,2.258
14,14,14,14,4,14,14,14,1.5,0.01,False,6.07,488.75,18.8,26,61.54,36.57,-9.64,2.171
14,14,14,14,4,14,14,14,2,0.01,False,6.07,445.72,17.14,26,61.54,33.35,-8.79,1.98
14,14,14,14,14,4,4,4,1.1,0.01,False,4.85,716.84,17.92,40,62.5,36.13,-12.42,1.593
14,14,14,14,14,4,4,4,1.3,0.01,False,4.84,683.92,17.1,40,62.5,34.48,-11.88,1.5
14,14,14,14,14,4,4,4,1.5,0.01,False,4.83,655.43,16.39,40,62.5,33.06,-11.4,1.427
14,14,14,14,14,4,4,4,2,0.01,False,4.83,598.24,14.96,40,62.5,30.17,-10.4,1.305
14,14,14,14,14,4,4,14,1.1,0.01,False,4.74,984.73,14.48,68,64.71,28.37,-10.98,2.351
14,14,14,14,14,4,4,14,1.3,0.01,False,4.75,942.9,13.87,68,64.71,27.15,-10.48,2.258
14,14,14,14,14,4,4,14,1.5,0.01,False,4.76,905.31,13.31,68,64.71,26.05,-10.04,2.171
14,14,14,14,14,4,4,14,2,0.01,False,4.75,825.89,12.15,68,64.71,23.77,-9.17,1.98
14,14,14,14,14,4,14,4,1.1,0.01,False,6.86,926.3,19.71,47,65.96,34.98,-9.89,1.846
14,14,14,14,14,4,14,4,1.3,0.01,False,6.88,886.75,18.87,47,65.96,33.47,-9.43,1.752
14,14,14,14,14,4,14,4,1.5,0.01,False,6.89,851.3,18.11,47,65.96,32.12,-9.04,1.675
14,14,14,14,14,4,14,4,2,0.01,False,6.89,776.65,16.52,47,65.96,29.31,-8.25,1.53
14,14,14,14,14,4,14,14,1.1,0.01,False,12.8,962.79,29.18,33,78.79,40.17,-11.66,2.351
14,14,14,14,14,4,14,14,1.3,0.01,False,12.8,923.04,27.97,33,78.79,38.51,-11.17,2.258
14,14,14,14,14,4,14,14,1.5,0.01,False,12.81,886.82,26.87,33,78.79,37.0,-10.73,2.171
14,14,14,14,14,4,14,14,2,0.01,False,12.81,808.88,24.51,33,78.79,33.75,-9.79,1.98
14,14,14,14,14,14,4,4,1.1,0.01,False,3.62,414.68,13.38,31,58.06,31.83,-12.18,1.846
14,14,14,14,14,14,4,4,1.3,0.01,False,3.62,397.0,12.81,31,58.06,30.49,-11.67,1.752
14,14,14,14,14,14,4,4,1.5,0.01,False,3.62,381.14,12.29,31,58.06,29.27,-11.21,1.675
14,14,14,14,14,14,4,4,2,0.01,False,3.62,347.71,11.22,31,58.06,26.7,-10.23,1.53
14,14,14,14,14,14,4,14,1.1,0.01,False,4.25,699.46,13.71,51,64.71,27.72,-11.97,2.351
14,14,14,14,14,14,4,14,1.3,0.01,False,4.25,670.86,13.15,51,64.71,26.58,-11.46,2.258
14,14,14,14,14,14,4,14,1.5,0.01,False,4.25,644.67,12.64,51,64.71,25.54,-11.0,2.171
14,14,14,14,14,14,4,14,2,0.01,False,4.25,587.98,11.53,51,64.71,23.29,-10.04,1.98
14,14,14,14,14,14,14,4,1.1,0.01,False,4.87,542.7,13.92,39,64.1,27.31,-10.01,2.098
14,14,14,14,14,14,14,4,1.3,0.01,False,4.88,520.58,13.35,39,64.1,26.19,-9.58,2.005
14,14,14,14,14,14,14,4,1.5,0.01,False,4.88,500.29,12.83,39,64.1,25.16,-9.2,1.923
14,14,14,14,14,14,14,4,2,0.01,False,4.88,456.29,11.7,39,64.1,22.95,-8.39,1.755
